Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Included / Vietnam,Price / Vietnam,Compare At Price / Vietnam,Status
6pcs5in-life-is-better-by-the-camp-fire-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/wvLTHBnb/SKU20240412-063748-LIFE-IS-BETTER-BY-THE-CAMP-FIRE-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-life-is-better-by-the-camp-fire-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/VNX3kbLM/SKU20240412-063748-LIFE-IS-BETTER-BY-THE-CAMP-FIRE-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-dont-be-a-salty-bitch-bumper-sticker,6pcs(5IN) Don't be a Salty Bitch Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063749,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/Y2FbKw0G/SKU20240412-063749-DONT-BE-A-SALTY-BITCH-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-dont-be-a-salty-bitch-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/s2pgCXkH/SKU20240412-063749-DONT-BE-A-SALTY-BITCH-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-dont-be-a-salty-bitch-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/GtB0rgB3/SKU20240412-063749-DONT-BE-A-SALTY-BITCH-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-know-your-limits-crush-them-bumper-sticker,6pcs(5IN) Know Your Limits crush Them Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063750,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/tgMQfHTv/SKU20240412-063750-KNOW-YOUR-LIMITS-CRUSH-THEM-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-know-your-limits-crush-them-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/5yvXy3T1/SKU20240412-063750-KNOW-YOUR-LIMITS-CRUSH-THEM-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-know-your-limits-crush-them-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/1XZ9CZ7h/SKU20240412-063750-KNOW-YOUR-LIMITS-CRUSH-THEM-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-you-only-fail-when-you-stop-trying-bumper-sticker,6pcs(5IN) You Only Fail When You Stop Trying Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063751,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/Kc9qD51Q/SKU20240412-063751-YOU-ONLY-FAIL-WHEN-YOU-STOP-TRYING-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-you-only-fail-when-you-stop-trying-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/YSz6dpCY/SKU20240412-063751-YOU-ONLY-FAIL-WHEN-YOU-STOP-TRYING-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-you-only-fail-when-you-stop-trying-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/1X3fcqWV/SKU20240412-063751-YOU-ONLY-FAIL-WHEN-YOU-STOP-TRYING-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-farm-hair-dont-care-bumper-sticker,6pcs(5IN) Farm Hair Don't Care Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063752,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/Vkfg2Gd3/SKU20240412-063752-FARM-HAIR-DONT-CARE-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-farm-hair-dont-care-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/pV91W6V8/SKU20240412-063752-FARM-HAIR-DONT-CARE-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-farm-hair-dont-care-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/T3Tz3J46/SKU20240412-063752-FARM-HAIR-DONT-CARE-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-my-westie-is-smarter-than-your-honor-student-bumper-sticker,6pcs(5IN) My Westie is Smarter Than Your Honor Student Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063753,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/yY2JqWQc/SKU20240412-063753-MY-WESTIE-IS-SMARTER-THAN-YOUR-HONOR-STUDENT-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-my-westie-is-smarter-than-your-honor-student-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/d1dFytmP/SKU20240412-063753-MY-WESTIE-IS-SMARTER-THAN-YOUR-HONOR-STUDENT-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-my-westie-is-smarter-than-your-honor-student-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/yxQL60gV/SKU20240412-063753-MY-WESTIE-IS-SMARTER-THAN-YOUR-HONOR-STUDENT-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-dont-have-the-energy-to-pretend-to-like-you-today-bumper-sticker,6pcs(5IN) I Don't Have The Energy To Pretend To Like You Today Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063754,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/t4hF2hqY/SKU20240412-063754-I-DONT-HAVE-THE-ENERGY-TO-PRETEND-TO-LIKE-YOU-TODAY-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-i-dont-have-the-energy-to-pretend-to-like-you-today-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/ZqsFXpgZ/SKU20240412-063754-I-DONT-HAVE-THE-ENERGY-TO-PRETEND-TO-LIKE-YOU-TODAY-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-dont-have-the-energy-to-pretend-to-like-you-today-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/gJdmFL6S/SKU20240412-063754-I-DONT-HAVE-THE-ENERGY-TO-PRETEND-TO-LIKE-YOU-TODAY-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-not-fragile-like-a-flower-fragile-like-a-bomb-bumper-sticker,6pcs(5IN) Not Fragile Like A Flower Fragile Like A Bomb Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063755,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/26XcdPmQ/SKU20240412-063755-NOT-FRAGILE-LIKE-A-FLOWER-FRAGILE-LIKE-A-BOMB-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-not-fragile-like-a-flower-fragile-like-a-bomb-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/0NhZb7Cn/SKU20240412-063755-NOT-FRAGILE-LIKE-A-FLOWER-FRAGILE-LIKE-A-BOMB-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-not-fragile-like-a-flower-fragile-like-a-bomb-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/mDbk35Vg/SKU20240412-063755-NOT-FRAGILE-LIKE-A-FLOWER-FRAGILE-LIKE-A-BOMB-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-work-like-a-captain-play-like-a-pirate-bumper-sticker,"6pcs(5IN) Work Like A Captain, Play Like A Pirate Bumper Sticker",6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063756,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/1zMsS5cy/SKU20240412-063756-WORK-LIKE-A-CAPTAIN-PLAY-LIKE-A-PIRATE-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-work-like-a-captain-play-like-a-pirate-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/PJT75mtc/SKU20240412-063756-WORK-LIKE-A-CAPTAIN-PLAY-LIKE-A-PIRATE-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-work-like-a-captain-play-like-a-pirate-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/x1vbKMYg/SKU20240412-063756-WORK-LIKE-A-CAPTAIN-PLAY-LIKE-A-PIRATE-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-no-airbags-we-die-like-real-men-bumper-sticker,6pcs(5IN) No Airbags We Die Like Real Men Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063757,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/QMV9vP1Y/SKU20240412-063757-NO-AIRBAGS-WE-DIE-LIKE-REAL-MEN-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-no-airbags-we-die-like-real-men-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/qBcRD0WM/SKU20240412-063757-NO-AIRBAGS-WE-DIE-LIKE-REAL-MEN-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-no-airbags-we-die-like-real-men-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/brYjBX2s/SKU20240412-063757-NO-AIRBAGS-WE-DIE-LIKE-REAL-MEN-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-park-like-an-asshole-bumper-sticker,6pcs(5IN) I Park Like an Asshole Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063758,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/tRr04MxN/SKU20240412-063758-I-PARK-LIKE-AN-ASSHOLE-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-i-park-like-an-asshole-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/gJJDSN2G/SKU20240412-063758-I-PARK-LIKE-AN-ASSHOLE-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-park-like-an-asshole-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/PrmR8VL7/SKU20240412-063758-I-PARK-LIKE-AN-ASSHOLE-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-dont-watch-porn-i-read-it-like-a-fucking-lady-bumper-sticker,6pcs(5IN) I Don't Watch Porn I Read It Like a Fucking Lady Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063759,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/KvN5263m/SKU20240412-063759-I-DONT-WATCH-PORN-I-READ-IT-LIKE-A-FUCKING-LADY-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-i-dont-watch-porn-i-read-it-like-a-fucking-lady-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/hjcjc5dq/SKU20240412-063759-I-DONT-WATCH-PORN-I-READ-IT-LIKE-A-FUCKING-LADY-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-dont-watch-porn-i-read-it-like-a-fucking-lady-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/SKD0YTP4/SKU20240412-063759-I-DONT-WATCH-PORN-I-READ-IT-LIKE-A-FUCKING-LADY-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-its-a-wonderful-life-bumper-sticker,6pcs(5IN) It's a Wonderful Life Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063800,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/2S9MzbLj/SKU20240412-063800-ITS-A-WONDERFUL-LIFE-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-its-a-wonderful-life-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/RVsXfrSX/SKU20240412-063800-ITS-A-WONDERFUL-LIFE-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-its-a-wonderful-life-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/vHbZnjqg/SKU20240412-063800-ITS-A-WONDERFUL-LIFE-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-was-like-whatever-bitches-and-the-bitches-whatevered-bumper-sticker,6pcs(5IN) I was Like Whatever Bitches and the Bitches Whatevered Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063801,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/BQrNNTFK/SKU20240412-063801-I-WAS-LIKE-WHATEVER-BITCHES-AND-THE-BITCHES-WHATEVERED-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-i-was-like-whatever-bitches-and-the-bitches-whatevered-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/85vL73yX/SKU20240412-063801-I-WAS-LIKE-WHATEVER-BITCHES-AND-THE-BITCHES-WHATEVERED-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-was-like-whatever-bitches-and-the-bitches-whatevered-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/63VyJNbK/SKU20240412-063801-I-WAS-LIKE-WHATEVER-BITCHES-AND-THE-BITCHES-WHATEVERED-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-ski-like-a-girl-try-to-keep-up-bumper-sticker,6pcs(5IN) I SKI LIKE A GIRL TRY TO KEEP UP Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_063802,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/4xCkthN8/SKU20240412-063802-I-SKI-LIKE-A-GIRL-TRY-TO-KEEP-UP-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-i-ski-like-a-girl-try-to-keep-up-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/YShssr94/SKU20240412-063802-I-SKI-LIKE-A-GIRL-TRY-TO-KEEP-UP-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
