Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Included / Vietnam,Price / Vietnam,Compare At Price / Vietnam,Status
6pcs5in-yes-its-cool-no-im-not-going-to-paint-it-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/zv5m6JFr/SKU20240412-193119-YES-ITS-COOL-NO-IM-NOT-GOING-TO-PAINT-IT-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-cant-be-held-responsible-for-what-my-face-does-when-you-talk-bumper-sticker,6pcs(5IN) I Can't Be Held Responsible for What My Face Does When You Talk Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193120,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/Y02nQjxh/SKU20240412-193120-I-CANT-BE-HELD-RESPONSIBLE-FOR-WHAT-MY-FACE-DOES-WHEN-YOU-TALK-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-i-cant-be-held-responsible-for-what-my-face-does-when-you-talk-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/vHkhZ0C1/SKU20240412-193120-I-CANT-BE-HELD-RESPONSIBLE-FOR-WHAT-MY-FACE-DOES-WHEN-YOU-TALK-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-cant-be-held-responsible-for-what-my-face-does-when-you-talk-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/1RTwGfB2/SKU20240412-193120-I-CANT-BE-HELD-RESPONSIBLE-FOR-WHAT-MY-FACE-DOES-WHEN-YOU-TALK-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-its-not-hoarding-if-its-books-bumper-sticker,6pcs(5IN) It's Not Hoarding if It's Books Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193121,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/qRWcvRZP/SKU20240412-193121-ITS-NOT-HOARDING-IF-ITS-BOOKS-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-its-not-hoarding-if-its-books-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/FRbF7CPh/SKU20240412-193121-ITS-NOT-HOARDING-IF-ITS-BOOKS-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-its-not-hoarding-if-its-books-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/fyL4D8p2/SKU20240412-193121-ITS-NOT-HOARDING-IF-ITS-BOOKS-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-you-have-the-right-to-remain-silent-use-it--bumper-sticker,6pcs(5IN) You Have The Right to Remain Silent Use It ! Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193122,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/2jbRcKdy/SKU20240412-193122-YOU-HAVE-THE-RIGHT-TO-REMAIN-SILENT-USE-IT-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-you-have-the-right-to-remain-silent-use-it--bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/25MTV219/SKU20240412-193122-YOU-HAVE-THE-RIGHT-TO-REMAIN-SILENT-USE-IT-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-you-have-the-right-to-remain-silent-use-it--bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/8C6MnDCw/SKU20240412-193122-YOU-HAVE-THE-RIGHT-TO-REMAIN-SILENT-USE-IT-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-cant-adult-today-tomorrow-doesnt-look-good-either-bumper-sticker,6pcs(5IN) I Can't Adult Today Tomorrow Doesn't Look Good Either Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193123,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/vZ64GhdZ/SKU20240412-193123-I-CANT-ADULT-TODAY-TOMORROW-DOESNT-LOOK-GOOD-EITHER-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-i-cant-adult-today-tomorrow-doesnt-look-good-either-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/HnRTKGn4/SKU20240412-193123-I-CANT-ADULT-TODAY-TOMORROW-DOESNT-LOOK-GOOD-EITHER-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-cant-adult-today-tomorrow-doesnt-look-good-either-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/SxqKphVD/SKU20240412-193123-I-CANT-ADULT-TODAY-TOMORROW-DOESNT-LOOK-GOOD-EITHER-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-am-not-old-i-am-a-classic-bumper-sticker,"6pcs(5IN) I am not Old, I am a Classic Bumper Sticker",6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193124,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/BnQGgQm9/SKU20240412-193124-I-AM-NOT-OLD-I-AM-A-CLASSIC-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-i-am-not-old-i-am-a-classic-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/C107Gd4b/SKU20240412-193124-I-AM-NOT-OLD-I-AM-A-CLASSIC-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-i-am-not-old-i-am-a-classic-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/YqLFSM67/SKU20240412-193124-I-AM-NOT-OLD-I-AM-A-CLASSIC-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-today-was-going-great-until-people-bumper-sticker,"6pcs(5IN) Today was Going Great Until, People. Bumper Sticker",6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193125,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/ZY2jbT9P/SKU20240412-193125-TODAY-WAS-GOING-GREAT-UNTIL-PEOPLE-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-today-was-going-great-until-people-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/FHWYvKzN/SKU20240412-193125-TODAY-WAS-GOING-GREAT-UNTIL-PEOPLE-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-today-was-going-great-until-people-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/PfSs2vRX/SKU20240412-193125-TODAY-WAS-GOING-GREAT-UNTIL-PEOPLE-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-left-or-right-we-can-all-see-wrong-bumper-sticker,6pcs(5IN) Left or Right we can All See Wrong Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193126,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/7LkWxqWt/SKU20240412-193126-LEFT-OR-RIGHT-WE-CAN-ALL-SEE-WRONG-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-left-or-right-we-can-all-see-wrong-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/xTVxGf0f/SKU20240412-193126-LEFT-OR-RIGHT-WE-CAN-ALL-SEE-WRONG-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-left-or-right-we-can-all-see-wrong-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/Wz8kJwNJ/SKU20240412-193126-LEFT-OR-RIGHT-WE-CAN-ALL-SEE-WRONG-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-forget-world-peace-visualize-turn-signals-bumper-sticker,6pcs(5IN) Forget World Peace Visualize Turn Signals Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193127,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/0NG2Q22z/SKU20240412-193127-FORGET-WORLD-PEACE-VISUALIZE-TURN-SIGNALS-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-forget-world-peace-visualize-turn-signals-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/BQ8SFCn9/SKU20240412-193127-FORGET-WORLD-PEACE-VISUALIZE-TURN-SIGNALS-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-forget-world-peace-visualize-turn-signals-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/qvsdcDfY/SKU20240412-193127-FORGET-WORLD-PEACE-VISUALIZE-TURN-SIGNALS-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-im-not-in-your-hurry-bumper-sticker,6pcs(5IN) I'm Not in Your Hurry! Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193128,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/632KZWBV/SKU20240412-193128-IM-NOT-IN-YOUR-HURRY-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-im-not-in-your-hurry-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/90LBjhqS/SKU20240412-193128-IM-NOT-IN-YOUR-HURRY-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-im-not-in-your-hurry-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/SR1cvfBb/SKU20240412-193128-IM-NOT-IN-YOUR-HURRY-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-please-dont-pet-me-im-working-bumper-sticker,6pcs(5IN) Please Don't Pet Me I'M Working Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193129,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/nrrDBQCR/SKU20240412-193129-PLEASE-DONT-PET-ME-IM-WORKING-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-please-dont-pet-me-im-working-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/0N9r7J4Y/SKU20240412-193129-PLEASE-DONT-PET-ME-IM-WORKING-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-please-dont-pet-me-im-working-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/Zn6CrFJL/SKU20240412-193129-PLEASE-DONT-PET-ME-IM-WORKING-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-do-not-step-on-guard-dog-bumper-sticker,6pcs(5IN) Do Not Step On Guard Dog Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193130,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/vHQQqdhy/SKU20240412-193130-DO-NOT-STEP-ON-GUARD-DOG-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-do-not-step-on-guard-dog-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/J0r9qRLd/SKU20240412-193130-DO-NOT-STEP-ON-GUARD-DOG-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-do-not-step-on-guard-dog-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/hGnMxpg2/SKU20240412-193130-DO-NOT-STEP-ON-GUARD-DOG-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-do-or-do-not-there-is-try-bumper-sticker,6pcs(5IN) Do Or Do Not There Is Try Bumper Sticker,6Pcs Vinyl decal stickers (5(in) x 1.67(in) x 0.03(in) each pack),Chansenchine,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Bumper Stickers",,,TRUE,Title,Default Title,,,,,SKU20240412_193131,0.0,shopify,50,continue,manual,13.00,16.00,TRUE,TRUE,,https://i.postimg.cc/13BMGDtP/SKU20240412-193131-DO-OR-DO-NOT-THERE-IS-TRY-copy.jpg,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
6pcs5in-do-or-do-not-there-is-try-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/PxYw4k4Z/SKU20240412-193131-DO-OR-DO-NOT-THERE-IS-TRY-copy.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6pcs5in-do-or-do-not-there-is-try-bumper-sticker,,,,,,,,,,,,,,,,,,,,,,,,,https://i.postimg.cc/J0Kt67By/SKU20240412-193131-DO-OR-DO-NOT-THERE-IS-TRY-copy.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
