SKU,Name1,Name2
SKU20240412_193255_YOU DON'T HAVE TO BE CRAZY TO WORK HERE WE WILL TRAIN YOU,YOU DON'T HAVE TO BE CRAZY TO,WORK HERE WE WILL TRAIN YOU
SKU20240412_193256_IF YOURE HAPPY AND YOU KNOW IT'S YOUR MEDS,IF YOU'RE HAPPY AND YOU,KNOW IT'S YOUR MEDS
SKU20240412_193257_I AM A VETERAN MY OATH NEVER EXPIRES,I AM A VETERAN MY,OATH NEVER EXPIRES
SKU20240412_193258_WARNING DOES NOT PLAY WELL WITH LIBERALS,WARNING DOES NOT PLAY,WELL WITH LIBERALS
SKU20240412_193259_THIS GUY IS AWESOME,THIS GUY IS,AWESOME
SKU20240412_193300_WHAT HAPPENS IN THE GARAGE STAYS IN THE GARAGE,WHAT HAPPENS IN THE,GARAGE STAYS IN THE GARAGE
SKU20240412_193301_I DIDNT FART MY BUTT BLEW YOU A KISS,I DIDN'T FART MY,BUTT BLEW YOU A KISS
SKU20240412_193302_OK IM PERFECT NOW STOP STARING,OK. I'M PERFECT,NOW STOP STARING
SKU20240412_193303_HUNGRY DOGS RUN FASTER,HUNGRY DOGS,RUN FASTER
SKU20240412_193304_I LIKE BIG MUTTS AND I CANNOT LIE,I LIKE BIG MUTTS,AND I CANNOT LIE
SKU20240412_193305_I LOVE MY SCHNOODLE,I LOVE MY,SCHNOODLE
SKU20240412_193306_I LOVE MY ROTTWEILER,I LOVE MY,ROTTWEILER
SKU20240412_193307_I KISSED A DOG AND I LIKED IT,I KISSED A DOG,AND I LIKED IT
SKU20240412_193308_I DONT NEED THERAPY I JUST NEED MY DOG,I DON'T NEED THERAPY,I JUST NEED MY DOG
SKU20240412_193309_I DONT NEED THERAPY I JUST NEED MY CAT,I DON'T NEED THERAPY,I JUST NEED MY CAT
SKU20240412_193310_I LOVE MY WIRE FOX TERRIER,I LOVE MY WIRE,FOX TERRIER
SKU20240412_193311_I WOULD RATHER BE AT HOME WITH MY DOG,I WOULD RATHER BE AT,HOME WITH MY DOG
